SITECODE,SITENAME,Aire_km2,Couches
FR1100795,Massif de Fontainebleau,280.6205268101118,ZSC
FR1100796,Forêt de Rambouillet,19.883606099534223,ZSC
FR1100797,Coteaux et boucles de la seine,14.148828220076727,ZSC
FR1100799,Haute vallée de l'Essonne,9.697160541968408,ZSC
FR1100800,Pelouses calcaires de la haute vallée de la Juine,1.026923397246245,ZSC
FR1100801,Basse vallée du Loing,0.7562221043689114,ZSC
FR1100802,Pelouses calcaires du gâtinais,3.099615085916626,ZSC
FR1100803,Tourbières et prairies tourbeuses de la forêt d'Yveline,8.18611349275467,ZSC
FR1100805,Marais des basses vallées de la Juine et de l'Essonne,3.966291525611015,ZSC
FR1100806,Buttes gréseuses de l'Essonne,0.24564682934867782,ZSC
FR1100810,Champignonnières d'Etampes,0.00015506890723969953,ZSC
FR1100819,Bois de Vaires-sur-Marne,0.9650158616410912,ZSC
FR1102013,Carrière de Guerville,0.7978508175149123,ZSC
FR2100246,"Pelouses, rochers et buxaie de la pointe de Givet",6.719994373768294,ZSC
FR2100248,Rebord du plateau de Langres à Cohons et Chalindrey,1.9981455644074035,ZSC
FR2100250,Pelouse des sources de la Suize a Courcelles-en-Montagne,1.1121833696963077,ZSC
FR2100253,Pelouse des brebis à Brienne-la-vieille,0.40354370765419695,ZSC
FR2100255,Savart de la Tommelle à Marigny,2.8562801040134382,ZSC
FR2100256,Savart du camp militaire de Moronvilliers,15.095134382640023,ZSC
FR2100257,Savart du camp militaire de Mailly-le-Camp,5.35711152378234,ZSC
FR2100258,Savart du camp militaire de Mourmelon,4.07859803105724,ZSC
FR2100259,Savart du camp militaire de Suippes,79.57610485420277,ZSC
FR2100260,Pelouses du Sud-Est haut-marnais,2.275257018420365,ZSC
FR2100263,Pelouse de la côte de Chaumont à Brottes,0.10972957004393,ZSC
FR2100264,"Pelouses, rochers, bois, prairies de la vallée de la Marne à Poulangy-Marnay",3.669090742234128,ZSC
FR2100265,Buxaie de Condes-Brethenay,0.8874068657270268,ZSC
FR2100267,Landes et mares de Mesnil-sur-Oger et d'Oger,1.018316968499107,ZSC
FR2100270,Rièzes du plateau de Rocroi,3.2842823247507638,ZSC
FR2100271,Pâtis de Damery,0.9294573429234361,ZSC
FR2100273,Tourbières du plateau ardennais,3.6299589679351536,ZSC
FR2100275,Marais tourbeux du plateau de Langres (secteur Sud-Ouest),3.979999878725518,ZSC
FR2100276,Marais tufeux du plateau de Langres (secteur Sud-Est),1.3706308274204462,ZSC
FR2100277,Marais tufeux du plateau de Langres (secteur Nord),2.365972966745243,ZSC
FR2100278,Tufière de Rolampont,0.8016071979221862,ZSC
FR2100284,Marais de la Vesle en amont de Reims,4.658284335002079,ZSC
FR2100285,Marais de la Superbe,2.7543609999573837,ZSC
FR2100287,Marais de Germont-Buzancy,0.9900747126990881,ZSC
FR2100288,Prairies d'Autry,1.6588947463479609,ZSC
FR2100290,Prairies de Courteranges,0.40954812290910875,ZSC
FR2100291,"Vallée du Rognon, de Doulaincourt à la confluence avec la Marne",4.8497348505198214,ZSC
FR2100293,"Vallée de l'Aujon, de Chameroy a Arc-en-Barrois",4.6606326270610205,ZSC
FR2100295,Prairies de la Voire et de l'Héronne,10.866361648501895,ZSC
FR2100296,"Prairies, Marais et bois alluviaux de la Bassée",8.39902740566132,ZSC
FR2100297,Prairies et bois alluviaux de la basse vallée alluviale de l'Aube,7.408770012810554,ZSC
FR2100298,Prairies de la vallée de l'Aisne,42.37103559242387,ZSC
FR2100300,Massif de Signy-l'Abbaye,22.380567047314187,ZSC
FR2100301,Forêt du Mont-Dieu,4.769126959864576,ZSC
FR2100302,Vallée boisée de la Houille,2.3701012495887057,ZSC
FR2100305,Forêt d'Orient,61.26325688253725,ZSC
FR2100308,Garenne de la Perthe,6.362206510173463,ZSC
FR2100309,Forêts et clairières des bas-bois,28.422453293092737,ZSC
FR2100311,Camp militaire du bois d'Ajou,2.670494586107558,ZSC
FR2100312,Massif forestier de la Montagne de Reims (versant sud) et étangs associés,17.304121371788593,ZSC
FR2100314,Massif forestier d'Epernay et étangs associés,28.438034987617332,ZSC
FR2100315,Forêt de Trois-Fontaines,33.213474283291085,ZSC
FR2100317,Forêt de Doulaincourt,20.56962879393188,ZSC
FR2100318,"Bois de Villiers-sur-Marne, Buxières-les-Froncles, Froncles et Vouécourt",6.487640337274393,ZSC
FR2100319,Vallées du Rognon et de la Sueurre et massif forestier de la Crête et d'Ecot la Combe,39.280764299969015,ZSC
FR2100320,Forêt d'Harreville-les-Chanteurs,4.324934940833967,ZSC
FR2100323,Le cul du Cerf à Orquevaux,1.7586166135588086,ZSC
FR2100324,Les Gorges de la Vingeanne,0.7127947918124111,ZSC
FR2100325,Bois de la Côte à Nogent-en-Bassigny,0.09419646480572051,ZSC
FR2100326,Bois de la Voivre à Marault,2.2390476296362434,ZSC
FR2100329,Vallon de Senance à Courcelles-en-Montagne et Noidant-le-Rocheux,0.4938674971088705,ZSC
FR2100330,Bois de Serqueux,9.60497174858178,ZSC
FR2100331,Étangs de Bairon,1.0496458677394476,ZSC
FR2100332,Étang de la Horre,7.238563518432696,ZSC
FR2100333,Étangs latéraux du Der,3.0700334596346317,ZSC
FR2100334,Réservoir de la Marne dit du Der-Chantecoq,61.268264860366166,ZSC
FR2100335,"Étangs de Belval, d'Etoges et de la Grande Rouillie",2.7997311041934085,ZSC
FR2100336,Grotte de Coublanc,0.0028266031677831194,ZSC
FR2100337,Ouvrages militaires de la région de Langres,0.5888759934032274,ZSC
FR2100338,Fort de Dampierre ou Magalotti,0.6471508481134646,ZSC
FR2100339,Carrières souterraines d'Arsonval,3.445656650690394,ZSC
FR2100340,Carrières souterraines de Vertus,0.1058858302036515,ZSC
FR2100341,Ardoisières de Monthermé et de Deville,0.008067065533751739,ZSC
FR2100343,Site à chiroptères de la vallée de la Bar,22.280371245865712,ZSC
FR2100344,Ruisseaux de Vaux-la-Douce et des Bruyères,0.06453183115794488,ZSC
FR2100620,L'Apance,0.22707412996777182,ZSC
FR2102001,Anciennes carrières souterraines de Chevillon et Fontaines sur Marne,0.2274935241831903,ZSC
FR2102002,Site à chiroptères de la Vallée de l'Aujon,37.289582245060444,ZSC
FR2102003,Carrières souterraines de Chaumont-Choignes,0.2039196925965122,ZSC
FR2200349,Massif forestier de Crécy-en-Ponthieu,8.941233860466392,ZSC
FR2200350,Massif forestier de Lucheux,2.7543525830167477,ZSC
FR2200352,Réseau de coteaux calcaires du Ponthieu oriental,0.9339266410915542,ZSC
FR2200353,Réseau de coteaux calcaires du Ponthieu méridional,0.4053263839353565,ZSC
FR2200354,Marais et monts de Mareuil-Caubert,8.936501581095065,ZSC
FR2200356,Marais de la moyenne Somme entre Amiens et Corbie,5.248909913872577,ZSC
FR2200357,Moyenne vallée de la Somme,18.252238252921426,ZSC
FR2200363,Vallée de la Bresle,10.156907183875099,ZSC
FR2200369,Réseau de coteaux crayeux du bassin de l'Oise aval (Beauvaisis),4.129662863006412,ZSC
FR2200371,Cuesta du Bray,7.744508952778174,ZSC
FR2200372,Massif forestier du Haut Bray de l'Oise,6.452249136605659,ZSC
FR2200373,Landes et forêts humides du Bas Bray de l'Oise,2.3005695908451957,ZSC
FR2200376,Cavité de Larris Millet à Saint-Martin-le-N'ud,0.016366713620883565,ZSC
FR2200377,Massif forestier de Hez-Froidmont et Mont César,8.509582094121852,ZSC
FR2200378,Marais de Sacy-le-Grand,13.680376935819254,ZSC
FR2200379,Coteaux de l'Oise autour de Creil,1.0214212649436345,ZSC
FR2200383,Prairies alluviales de l'Oise de la Fère à Sempigny,30.095667759793095,ZSC
FR2200386,Massif forestier d'Hirson,10.158524069887836,ZSC
FR2200387,Massif forestier du Regnaval,1.330907034164845,ZSC
FR2200388,Bocage du Franc Bertin,1.3282993303559334,ZSC
FR2200390,Marais de la Souche,27.471419371984265,ZSC
FR2200392,Massif forestier de Saint-Gobain,4.333467596378637,ZSC
FR2200395,Collines du Laonnois oriental,13.76152063966365,ZSC
FR2200398,Massif forestier de Retz,8.474525740454585,ZSC
FR2300124,"Boucles de la Seine Amont, Coteaux de Saint-Adrien",4.234503451632248,ZSC
FR2300125,"Boucles de la Seine Amont, Coteaux d'Orival",0.9928666256262317,ZSC
FR2300131,Pays de Bray humide,33.319600363078756,ZSC
FR2300132,Bassin de l'Arques,3.376987954251511,ZSC
FR2300136,La forêt d'Eu et les pelouses adjacentes,7.772335918457841,ZSC
FR2300145,Forêt de Lyons,7.878708257146209,ZSC
FR2300146,Bois de la Roquette,0.03535906807627607,ZSC
FR2300147,Val Eglantier,0.09935687241874604,ZSC
FR2302001,réseau de cavités du nord-ouest de la Seine-Maritime,0.26643477247611613,ZSC
FR2302002,Forêt d'Eawy,6.909046893816881,ZSC
FR2302004,les cavités de Beaumont-le-Roger,0.0055120982174732365,ZSC
FR2302010,La Vallée de l'Iton au lieu-dit Le Hom,0.30581315901136225,ZSC
FR2400516,Carrières de Bourges,0.10186299172938927,ZSC
FR2400517,Coteaux Calcaires du Sancerrois,1.9567450447571386,ZSC
FR2400518,Massifs forestiers et rivières du Pays-Fort,31.078758876560464,ZSC
FR2400519,Haute vallée de l'Arnon et petits affluents,3.0517470021919832,ZSC
FR2400520,"Coteaux, bois et marais calcaires de la Champagne Berrichonne",49.9949601545059,ZSC
FR2400521,Basse vallée de l'Arnon,13.322823294951837,ZSC
FR2400524,Forêt d'Orléans et périphérie,22.478852307333955,ZSC
FR2400526,Lande à genévriers de Nogent-sur-Vernisson,0.08432987331188027,ZSC
FR2400527,Étangs de la Puisaye,4.025707039135387,ZSC
FR2400528,Vallée de la Loire de Tavers à Belleville-sur-Loire,71.09588184703618,ZSC
FR2400533,Site à chauves-souris de Valencay-Lye,0.004436012685556369,ZSC
FR2400534,Grande Brenne,579.5642396046806,ZSC
FR2400535,Vallée de l'Anglin et affluents,41.322928881753825,ZSC
FR2400536,Vallée de la Creuse et affluents,52.74397608574531,ZSC
FR2400540,Les puys du Chinonais,1.2480209265940572,ZSC
FR2400541,"Complexe forestier de Chinon, landes du Ruchard",12.122704313687102,ZSC
FR2400550,Arc forestier du Perche d'Eure-et-Loir,5.20938649276465,ZSC
FR2400551,Cuesta cénomanienne du Perche d'Eure-et-Loir,3.4997952846598923,ZSC
FR2400553,Vallée du Loir et affluents aux environs de Châteaudun,13.08481396373612,ZSC
FR2400556,Nord-ouest Sologne,13.347616317156561,ZSC
FR2400558,Domaine de Chambord,46.691887646385666,ZSC
FR2400559,Bois de Sudais,2.6005652343214023,ZSC
FR2400561,"Vallée du Cher et coteaux, forêt de Grosbois",16.96915629998942,ZSC
FR2400562,Vallée de la Cisse en amont de Saint-Lubin,3.355539649645957,ZSC
FR2400565,Vallée de la Loire de Mosnes à Tavers,22.74521807623982,ZSC
FR2402001,Sologne,3456.6056565820645,ZSC
FR2402002,Site à chauves-souris de Charly,0.022633727180122354,ZSC
FR2402003,Site à chauves-souris de La Guerche-sur-l'Aubois,7.626068698990842e-05,ZSC
FR2402004,Site à chauves-souris de Chârost,7.674230832627237e-05,ZSC
FR2402005,Site à chauves-souris de Vignoux-sur-Barangeon,7.675884817287801e-05,ZSC
FR2402006,Sites à chauves-souris de l'est du Loiret,0.020151724077358137,ZSC
FR2402007,Complexe du Changeon et de la Roumer,45.56647153725437,ZSC
FR2500076,Landes du Tertre Bizet et Fosse Arthour,2.213756826113304,ZSC
FR2500079,Chausey,827.4305249388755,ZSC
FR2500081,Havre de Saint-Germain-sur-Ay et Landes de Lessay,40.563745217141644,ZSC
FR2500082,Littoral ouest du Cotentin de Saint-Germain-sur-Ay au Rozel,23.136549909250544,ZSC
FR2500085,Récifs et marais arrière-littoraux du Cap Lévi à la Pointe de Saire,153.85348246720596,ZSC
FR2500091,Vallée de l'Orne et ses affluents,21.154373766831682,ZSC
FR2500092,Marais du Grand Hazé,1.674054485271441,ZSC
FR2500094,Marais alcalin de Chicheboville-Bellengreville,1.5402877966943807,ZSC
FR2500096,Monts d'Eraines,3.181403213248578,ZSC
FR2500099,Haute vallée de l'Orne et affluents,205.93224893184126,ZSC
FR2500103,Haute Vallée de la Touques et affluents,13.996679835324638,ZSC
FR2500106,"Forêts, étangs et tourbières du Haut-Perche",36.69737970084112,ZSC
FR2500107,Haute Vallée de la Sarthe,34.88213055993994,ZSC
FR2500110,Vallée de la Sée,14.224188343421822,ZSC
FR2500118,Bassin de la Druance,57.29284139667086,ZSC
FR2502003,Carrière de la Mansonnière,0.0006915110177973807,ZSC
FR2502006,Ancienne carrière de la Cressonnière,0.0035662705689926914,ZSC
FR2502007,Anciennes carrières d'Orbec,0.04518612467803904,ZSC
FR2502010,Anciennes carrières souterraines d'Habloville,0.004378582501243181,ZSC
FR2502011,Combles de la chapelle de l'Oratoire de Passais,0.00040858867744172553,ZSC
FR2502014,Bocages et vergers du sud Pays d'Auge,215.10909264902114,ZSC
FR2502016,Combles de l'église de Burcy,0.00034093617194504063,ZSC
FR2502017,Combles de l'église d'Amayé-sur-Orne,0.00046606206723601086,ZSC
FR2502018,Banc et récifs de Surtainville,140.52976246558842,ZSC
FR2502019,Anse de Vauville,130.58302198612483,ZSC
FR2502020,Baie de Seine occidentale,455.1270136570319,ZSC
FR2502021,Baie de Seine orientale,444.0194547847122,ZSC
FR2600972,Pelouses calcicoles du Mâconnais,1.5943343485322583,ZSC
FR2600976,Prairies et forêts inondables du Val de Saône entre Chalon et Tournus et de la basse vallée de la Grosne,61.60752050096168,ZSC
FR2600979,"Dunes continentales, tourbière de la Truchère et prairies de la Basse Seille",30.49772495285099,ZSC
FR2600980,"Prairies, bocage, milieux tourbeux et landes sèches de la vallée de la Belaine",35.11587819884107,ZSC
FR2600981,Prairies inondables de la basse vallée du Doubs jusqu'à l'amont de Navilly,14.318920410659159,ZSC
FR2600990,Landes et tourbière du bois de la Biche,3.3847799455674124,ZSC
FR2600994,Complexe des étangs du Bazois,3.976049294703451,ZSC
FR2601004,Eboulis calcaires de la vallée de l'Armançon,2.187749791441236,ZSC
FR2601008,Landes sèches et milieux tourbeux du bois du Breuil,3.5587871573824557,ZSC
FR2601014,"Bocages, forêts et milieux humides des Amognes et du bassin de la Machine",327.652090385149,ZSC
FR3100474,Dunes de la plaine maritime flamande,44.20886468614917,ZSC
FR3100505,Pelouses métallicoles de Mortagne du Nord,0.171500428780393,ZSC
FR3100506,Bois de Flines-les-Raches et système alluvial du courant des Vanneaux,1.9588111850534184,ZSC
FR3100509,"Forêts de Mormal et de Bois l'Evêque, Bois de la Lanière et Plaine alluviale de la Sambre",9.85684792200279,ZSC
FR3100511,"Forêts, bois, étangs et bocage herbager de la Fagne et du plateau d'Anor",17.074370158048342,ZSC
FR3102002,Bancs des Flandres,1128.201079099483,ZSC
FR3102003,Récifs Gris-Nez Blanc-Nez,291.29240173589517,ZSC
FR3102004,Ridens et dunes hydrauliques du détroit du Pas-de-Calais,681.8000524357078,ZSC
FR4100153,Pelouses et vallons forestiers de Chauvoncourt,2.88995770135485,ZSC
FR4100154,"Pelouses, forêt et fort de Pagny-la-Blanche-Côte",1.4129724293311787,ZSC
FR4100156,Marais de Chaumont devant Damvillers,0.7880675001752576,ZSC
FR4100157,Plateau de Malzéville,4.385777361210917,ZSC
FR4100159,Pelouses du pays Messin,6.791763607447573,ZSC
FR4100161,Pelouses et vallons forestiers du Rupt de Mad,17.000976718577146,ZSC
FR4100162,Pelouses d'Allamps et zones humides avoisinantes,0.3761005332907968,ZSC
FR4100163,Pelouses du Toulois,1.8088829197520864,ZSC
FR4100164,Pelouses de Lorry-Mardigny et Vittonville,1.264423879792003,ZSC
FR4100165,Pelouses de Sivry-la-Perche et Nixeville,0.6058490092033426,ZSC
FR4100166,Hauts de Meuse,8.452181346463371,ZSC
FR4100167,Pelouses et rochers du pays de Sierck,6.825613390320129,ZSC
FR4100168,Pelouses à Obergailbach,1.5257566484647203,ZSC
FR4100169,Côte de Delme et anciennes carrières de Tincry,3.0947617617785617,ZSC
FR4100170,Carrières souterraines et pelouses de Klang - gîtes à chiroptères,0.5942892293575344,ZSC
FR4100171,Corridor de la Meuse,126.89324828849361,ZSC
FR4100172,Mines du Warndt,1.692102309136285,ZSC
FR4100175,"Mines de Mairelles, de Château Lambert, réseau Jean Antoine, secteur le Thillot",0.05545310117504375,ZSC
FR4100177,"Gîtes à chiroptères de la Colline inspirée - Erablières, pelouses, église et château de Vandeleville",0.34413093918509763,ZSC
FR4100178,"Vallée de la Moselle du fond de Monvaux au vallon de la Deuille, ancienne poudrière de Bois sous Roche",5.18992766534737,ZSC
FR4100179,Bois du Feing,0.9349308045953122,ZSC
FR4100180,"Bois de Demange, Saint-Joire",4.622621717669058,ZSC
FR4100181,Forêts de la vallée de la Méholle,3.8610754253836737,ZSC
FR4100182,Forêts de Gondrecourt-le-Château,10.610522628498009,ZSC
FR4100183,Forêts des Argonnelles,10.283918266495961,ZSC
FR4100185,Forêt domaniale de Beaulieu,5.719042637869373,ZSC
FR4100186,Forêt de Dieulet,0.07178666603168744,ZSC
FR4100188,Vallons de Gorze et grotte de Robert Fey,2.9856826189148955,ZSC
FR4100189,Forêt humide de la Reine et Catena de Rangeval,51.60518025192107,ZSC
FR4100192,"Forêt et étang de Parroy, vallée de la Vezouze et fort de Manonviller",27.482688303552358,ZSC
FR4100193,Crêtes des Vosges mosellanes,15.808798165538127,ZSC
FR4100194,"Forêt domaniale de Gérardmer ouest (La Morte Femme, Faignes de Noir Rupt)",10.092142684858112,ZSC
FR4100196,Massif du Grand Ventron,9.424087894366052,ZSC
FR4100197,Massif de Vologne,5.96635764712189,ZSC
FR4100198,"Massif de Haute Meurthe, défilé de Straiture",9.580524429025033,ZSC
FR4100199,Massif de Saint Maurice et Bussang,6.845384849492017,ZSC
FR4100201,Hêtraie sapinière de Bousson et Grandcheneau,10.47880786368282,ZSC
FR4100202,Massif forestier de Longegoutte,3.5562991833837687,ZSC
FR4100203,"Chaumes du Hohneck, Kastelberg, Rainkopf, et Charlemagne",2.1038496839981202,ZSC
FR4100204,Secteur du Tanet Gazon du Faing,5.367566177052792,ZSC
FR4100205,Tourbière de Lispach,0.10480880964532134,ZSC
FR4100206,Tourbière de Machais et cirque de Blanchemer,2.0996911193913514,ZSC
FR4100207,Etang et tourbière de la Demoiselle,0.14947557780830842,ZSC
FR4100208,"Cours d'eau, tourbières, rochers et forêts des Vosges du nord et souterrain de Ramstein",20.09936592487301,ZSC
FR4100209,Tourbière du Champâtre,0.1680803535987493,ZSC
FR4100210,Tourbière de Jemnaufaing,0.09597873201372822,ZSC
FR4100211,Tourbière de la Bouyère,0.033680724720835824,ZSC
FR4100212,Landes et tourbières du camp militaire de Bitche,1.72328746520176,ZSC
FR4100213,Vallon de Halling,0.17470283862348507,ZSC
FR4100214,Marais de Vittoncourt,0.565523185430419,ZSC
FR4100215,Marais d'Ippling,0.5462505073073405,ZSC
FR4100216,Marais de Pagny-sur-Meuse,1.688572937367882,ZSC
FR4100219,"Complexe de l'étang de Lindre, forêt de Romersberg et zones voisines",53.02361438822061,ZSC
FR4100220,"Etang et forêt de Mittersheim, cornée de Ketzing",14.576061121239885,ZSC
FR4100222,Lac de Madine et étangs de Pannes,14.656364779131271,ZSC
FR4100227,Vallée de la Moselle (secteur Chatel-Tonnoy),23.316708464292173,ZSC
FR4100228,Confluence Moselle - Moselotte,11.266886920360339,ZSC
FR4100231,Secteurs halophiles et prairies humides de la vallée de la Nied,7.358297056506741,ZSC
FR4100232,Vallée de la Seille (secteur amont et petite Seille),14.747577295479285,ZSC
FR4100233,"Vallée du Madon (secteur Haroué / Pont-Saint-Vincent), du Brenon et carrières de Xeuilley",11.528001315087307,ZSC
FR4100234,Vallée de la Meuse (secteur de Stenay),23.350207557461435,ZSC
FR4100236,Vallée de la Meuse (secteur Sorcy Saint-Martin),19.08645203126231,ZSC
FR4100238,Vallée de la Meurthe de la Voivre à Saint-Clément et tourbière de la Basse Saint-Jean,20.7847034081178,ZSC
FR4100239,Vallée de la Meurthe du Collet de la Schlucht au Rudlin,1.187168636704553,ZSC
FR4100240,Vallée de l'Esch de Ansauville à Jezainville,17.71779302183477,ZSC
FR4100241,Vallée de la Nied Réunie,13.004202450060419,ZSC
FR4100243,Ruisseau et tourbière de Belbriette,0.1885133596221244,ZSC
FR4100244,"Vallées de la Sarre, de l'Albe et de l'Isch - marais de Francaltroff",9.690589462705303,ZSC
FR4100245,Gîtes chiroptères autour d'Epinal,0.00031018572514361295,ZSC
FR4100246,Gîtes à chauves-souris autour de Saint-Dié,0.0003864604377487149,ZSC
FR4100247,Carrières du Perthois : gîtes à chauves-souris,0.0013186050038725998,ZSC
FR4102001,La Meuse et ses annexes hydrauliques,5.8080891438051445,ZSC
FR4201794,La Sauer et ses affluents,7.471333166093976,ZSC
FR4201795,La Moder et ses affluents,19.9310417458425,ZSC
FR4201799,Vosges du nord,49.89031023371276,ZSC
FR4201801,"Massif du Donon, du Schneeberg et du Grossmann",31.46799197205598,ZSC
FR4201802,Champ du Feu,1.6912831718245172,ZSC
FR4201805,Promontoires siliceux,1.876019976717752,ZSC
FR4201806,Collines sous-vosgiennes,4.6973260691434175,ZSC
FR4201807,Hautes Vosges,89.88840973394933,ZSC
FR4201810,Vallée de la Doller,11.529250175867725,ZSC
FR4201811,"Sundgau, région des étangs",1.975275800831719,ZSC
FR4201812,Jura alsacien,39.92087682430544,ZSC
FR4201813,Hardt nord,65.36174378972048,ZSC
FR4202001,Vallée de la Largue,9.898987033627996,ZSC
FR4202002,Vosges du sud,50.97657750886445,ZSC
FR4202003,"Vallée de la Sarre, de l'Albe et de l'Isch, le marais du Francaltroff, Bas-Rhin",5.167217472306799,ZSC
FR4202004,Site à chauves-souris des Vosges haut-rhinoises,62.22398880936689,ZSC
FR4301281,Combes Derniers,3.312553889219712,ZSC
FR4301282,"Tourbières et ruisseaux de Mouthe, source du Doubs",1.2368626933038238,ZSC
FR4301288,Cret des Roches,0.6028031213638527,ZSC
FR4301290,"Massif du Mont-d'Or, du Noirmont et du Risol",103.46955913817129,ZSC
FR4301309,Tourbières et lacs de Chapelle-des-Bois et de Bellefontaine les Mortes,3.197560047177158,ZSC
FR4301310,Combe du Lac,1.4204498069958384,ZSC
FR4301315,Combe du Nanchez,4.312134827736818,ZSC
FR4301318,Massif de la Serre,43.935552615678105,ZSC
FR4301319,Massif du Risoux,18.397944230538556,ZSC
FR4301320,Forêt du Massacre,18.039050468449737,ZSC
FR4301323,Basse vallée du Doubs,38.034945314268825,ZSC
FR4301332,"Forêts, corniches calcaires, ruisseaux et marais de Vulvoz à Viry",24.011419392673023,ZSC
FR4301340,"Pelouses de Champlitte, étang de Theuley-les-Vars",3.4534284730315314,ZSC
FR4301344,Vallée de la Lanterne,238.441839584705,ZSC
FR4301347,"Forêts, landes et marais des Ballons d'Alsace et de Servance",24.797482932458653,ZSC
FR4301350,Étangs et Vallées du Territoire de Belfort,51.061699279608135,ZSC
FR5200621,Estuaire de la Loire,217.2601519303256,ZSC
FR5200622,Vallée de la Loire de Nantes aux Ponts-de-Cé et ses annexes,164.9660994820109,ZSC
FR5200623,Grande Brière et marais de Donges,166.75038898950316,ZSC
FR5200624,Marais de l'Erdre,25.609148283205368,ZSC
FR5200625,Lac de Grand-Lieu,62.98206165711516,ZSC
FR5200627,"Marais salants de Guérande, traicts du Croisic et dunes de Pen-Bron",43.69083373598896,ZSC
FR5200628,"Forêt, étang de Vioreau et étang de la Provostière",2.818352090929766,ZSC
FR5200630,"Basses vallées angevines, aval de la rivière Mayenne et prairies de la Baumette",91.9634971833273,ZSC
FR5200633,Cavités souterraines le Buisson et la Seigneurerie (Chemellier),0.10279302664292464,ZSC
FR5200634,Cavités souterraines de l'Hôtel Hervé,0.06145104251679363,ZSC
FR5200635,Cavité souterraine de la Poinsonnière (Vieil Baugé),0.04312714278168408,ZSC
FR5200636,Cave Prieur et cave du Château (Cunault),0.0589996988888059,ZSC
FR5200639,Vallée de l'Erve en aval de Saint-Pierre-sur-Erve,3.414282546378074,ZSC
FR5200640,"Forêt de Multonne, corniche de Pail",8.244801818019974,ZSC
FR5200648,Massif forestier de Vibraye,2.6929012501917993,ZSC
FR5200651,Carrières souterraines de la Volonière,0.00020183795982792622,ZSC
FR5200653,"Marais Breton, baie de Bourgneuf, île de Noirmoutier et forêt de Monts",523.3022818341249,ZSC
FR5200655,Dunes de la Sauzaie et marais du Jaunay,11.36588850101269,ZSC
FR5200656,"Dunes, forêt et marais d'Olonne",28.843306102615895,ZSC
FR5200658,Forêt de Mervent-Vouvant et ses abords,4.953122657275845,ZSC
FR5200659,Marais Poitevin,477.8250007076765,ZSC
FR5202001,La cave Billard (Puy Notre Dame),0.0002046923388313214,ZSC
FR5202002,Cavités à chiroptères de Saint-Michel-le-Cloucq et Pissotte,0.0654466401187758,ZSC
FR5202006,Bocage de la forêt de la Monnaie à Javron-les-Chapelles,64.49630647058787,ZSC
FR5202007,Bocage de Montsûrs à la forêt de Sillé-le-Guillaume,102.44491384552808,ZSC
FR5202009,Marais de Goulaine,15.135736170989276,ZSC
FR5202010,Plateau du Four,42.01526557782835,ZSC
FR5202012,Estuaire de la Loire Sud - Baie de Bourgneuf,493.64589339950265,ZSC
FR5202013,Plateau rocheux de l'île d'Yeu,119.789235088938,ZSC
FR5300002,Marais de Vilaine,108.74876713402163,ZSC
FR5300003,Complexe de l'est des montagnes noires,14.021969306657121,ZSC
FR5300004,Rivière le Douron,29.044521385659237,ZSC
FR5300005,Forêt de Paimpont,12.191667738044641,ZSC
FR5300009,Côte de Granit rose-Sept-Iles,721.3953011242064,ZSC
FR5300011,Cap d'Erquy-Cap Fréhel,557.9629178918326,ZSC
FR5300012,"Baie de Lancieux, Baie de l'Arguenon, Archipel de Saint Malo et Dinard",51.420616118705055,ZSC
FR5300013,Monts d'Arrée centre et est,108.72388955475972,ZSC
FR5300014,Complexe du Menez Hom,18.277256569060256,ZSC
FR5300016,"Anse de Goulven, dunes de Keremma",20.645315650265303,ZSC
FR5300017,Abers - Côtes des légendes,226.8345227442654,ZSC
FR5300018,Ouessant-Molène,771.1379853621279,ZSC
FR5300019,Presqu'Ile de Crozon,44.17450664760802,ZSC
FR5300020,Cap Sizun,28.370119055589946,ZSC
FR5300021,Baie d'Audierne,24.557031696284394,ZSC
FR5300023,Archipel des Glénan,586.3699185735225,ZSC
FR5300024,Rivière Elorn,23.94399376258598,ZSC
FR5300025,"Complexe forestier Rennes-Liffré-Chevré, Étang et lande d'Ouée, forêt de Haute Sève",17.280199005839417,ZSC
FR5300029,"Golfe du Morbihan, côte ouest de Rhuys",205.7739541858588,ZSC
FR5300031,Ile de Groix,283.3671921921741,ZSC
FR5300032,Belle Ile en mer,173.31193613166045,ZSC
FR5300033,Iles Houat-Hoedic,177.69655636440112,ZSC
FR5300034,Estuaire de la Vilaine,47.60199265948851,ZSC
FR5300036,Landes de la Poterie,0.5958018428314877,ZSC
FR5300037,"Forêt de Lorge, landes de Lanfains, cime de Kerchouan",5.0628667877863185,ZSC
FR5300039,"Forêt du Cranou, Menez Meur",12.810179407808215,ZSC
FR5300040,Forêt de Huelgoat,1.115483723330195,ZSC
FR5300041,Vallée de l'Aulne,35.589903713405334,ZSC
FR5300043,Guisseny,6.1105081966669434,ZSC
FR5300045,"Pointe de Corsen, Le Conquet",7.231774430325169,ZSC
FR5300046,"Rade de Brest, estuaire de l'Aulne",92.2669453899143,ZSC
FR5300048,Marais de Mousterlin,4.784053340436666,ZSC
FR5300058,Vallée de l'Arz,12.322529484895993,ZSC
FR5300059,"Rivière Laïta, Pointe du Talud, étangs du Loc'h et de Lannenec",9.24060981389437,ZSC
FR5300061,Estuaire de la Rance,27.849062360507403,ZSC
FR5300062,Etang du Moulin Neuf,0.45447410366723945,ZSC
